OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
1026,5840,49.921594,18.096927,"TOLOSANER a.s., Opavská 1, Dolní Benešov",04.11.2014 16:48,35.4,TOLOSANER a.s.
1027,5505,49.92638,14.26888,"Benzina, Pražská, Dobřichovice",04.11.2014 16:48,36.7,Benzina
1028,5632,50.426097,14.241165,"Benzina, Hornická 2499, Roudnice nad Labem",04.11.2014 16:47,32.9,Benzina
1029,5763,50.519437,14.047902,"Benzina Plus, Vodní, Lovosice",04.11.2014 16:47,35.5,Benzina Plus
1030,5652,50.446416,14.379692,"Benzina, U stadionu, Štětí",04.11.2014 16:47,36.9,Benzina
1031,5631,50.410474,14.243083,"Benzina, Žižkova 2496, Roudnice nad Labem",04.11.2014 16:46,33.9,Benzina
1032,5557,50.517738,14.137473,"Benzina, Želetická 25, Litoměřice",04.11.2014 16:46,35.9,Benzina
1033,7205,50.450064,13.597933,"Tank ONO, s.r.o., silnice 27, Havraň 3",04.11.2014 16:45,32.9,Tank ONO
1034,5417,50.502647,14.145658,"Autocentrum Kreans, Masarykova 4, Bohušovice nad O",04.11.2014 16:45,35.9,Autocentrum Kreans
1035,5758,50.55676,13.60159,"Benzina Plus, silnice 27, Záluží",04.11.2014 16:45,36.9,Benzina Plus
1036,5842,50.861197,14.478889,"ČS, Chřibská",04.11.2014 16:45,36.9,ČS
1037,5411,50.464196,14.365318,"Auto Bouška, Litoměřická 766, Štětí",04.11.2014 16:45,36.99,Auto Bouška
1038,7113,49.447086,15.23217,"Shell Czech Republic, a.s., Humpolecká 1995, Pelhř",04.11.2014 16:44,37.9,Shell Czech Republic
1039,5604,49.41555,15.22194,"Benzina, Nádražní 1930, Pelhřimov",04.11.2014 16:43,36.4,Benzina
1040,5921,49.4412,15.12091,"E.S.A.K., Čížkov",04.11.2014 16:43,37.2,E.S.A.K.
1041,6996,49.769781,18.449621,"Shell Czech Republic, a.s., Těšínská 2, Havířov",04.11.2014 16:42,37.2,Shell Czech Republic
1042,6368,49.43845,15.21276,"LukOil, Pražská 2029, Pelhřimov",04.11.2014 16:42,35.7,LukOil
1043,6800,49.70203,14.89429,"PapOil, Kollárova 1717, Vlašim",04.11.2014 16:42,36.5,PapOil
1044,6776,49.57541,14.529966,"PapOil, Sedlčanská, Sedlec-Prčice",04.11.2014 16:42,36.7,PapOil
1045,7117,49.654991,14.63255,"Shell Czech Republic, a.s., Pražská 795, Votice",04.11.2014 16:42,37.5,Shell Czech Republic
1046,5489,50.15666,14.74333,"Benzina, Spojovací, Čelákovice",04.11.2014 16:41,35.2,Benzina
1047,5725,49.704844,14.900943,"Benzina Plus, Riegrova, Vlašim",04.11.2014 16:41,36.7,Benzina Plus
1048,6451,49.698898,14.905469,"NC Trade, Průmyslová, Vlašim",04.11.2014 16:41,36.7,NC Trade
1049,6475,49.635049,14.639542,"Oktan, Klášterní, Votice",04.11.2014 16:41,36.9,Oktan
1050,5724,49.74478,14.67251,"Benzina Plus, silnice E55, Bystřice u Benešova",04.11.2014 16:41,37.5,Benzina Plus
1051,5433,49.777363,14.685023,"Avanti, Nádražní 2105, Benešov",04.11.2014 16:40,37.5,Avanti
1052,6823,49.595509,16.882363,"Pento, Husova 707, Konice",04.11.2014 16:37,35.5,Pento
1053,6408,49.589409,16.906059,"Marek Spedition, Vyšehrad 246, Konice",04.11.2014 16:36,35.6,Marek Spedition
1054,5697,50.64792,15.25505,"Benzina, Štefánikova 596, Železný Brod",04.11.2014 16:34,35.5,Benzina
1055,7268,50.631029,13.497464,"Top Tank F1 gas, Nová Ves v Horách-Mníšek",04.11.2014 16:34,37.2,Top Tank F1 gas
1056,7324,50.629588,13.498712,"Vinaco, Nová Ves v Horách-Mníšek 233",04.11.2014 16:34,37.2,Vinaco
1057,5427,50.099638,14.712922,"Autospektrum Vorel, Hlavní, Horoušany-Horoušánky",04.11.2014 16:33,35.9,Autospektrum Vorel
1058,7282,50.07149,14.77328,"Trilobit, Hlavní 182, Tuklaty",04.11.2014 16:33,35.9,Trilobit
1059,5881,50.061271,14.666715,"ČS Sibřina, Sibřina",04.11.2014 16:33,36.9,ČS Sibřina
1060,5783,50.17722,15.04666,"Benzina Plus, Kolínská, Nymburk",04.11.2014 16:32,34.9,Benzina Plus
1061,6384,50.180512,15.205078,"M a M Oil, Hlavní, Senice",04.11.2014 16:31,35.9,M a M Oil
1062,5506,49.773717,14.166862,"Benzina, Příbramská, Dobříš",04.11.2014 16:30,35.9,Benzina
1063,6694,50.762496,15.32016,"PapOil, Krkonošská 917, Desná",04.11.2014 16:30,34.9,PapOil
1064,5515,50.779831,15.413001,"Benzina, silnice E65, Harrachov",04.11.2014 16:30,35.7,Benzina
1065,6887,50.762593,15.396912,"RoBiN OIL, s.r.o., silnice 10, Harrachov-Nový Svět",04.11.2014 16:30,35.7,RoBiN OIL
1066,5670,50.06888,14.73083,"Benzina, U Přeložky, Úvaly",04.11.2014 16:30,35.9,Benzina
1067,5222,50.725519,15.233633,"Acter Tank, Jana Švermy 1389, Smržovka",04.11.2014 16:30,36.8,Acter Tank
1068,6927,50.736277,15.248574,"RoBiN OIL, s.r.o., Hlavní 1349, Smržovka",04.11.2014 16:30,36.8,RoBiN OIL
1069,5223,50.70255,15.345227,"Acter Tank, Zlatá Olešnice",04.11.2014 16:29,34.9,Acter Tank
1070,5559,49.456841,13.782579,"Benzina, Lnáře 252",04.11.2014 16:29,34.9,Benzina
1071,5608,50.709063,15.315788,"Benzina, Plavy 2, Plavy",04.11.2014 16:29,35.5,Benzina
1072,5544,49.99268,14.84406,"Benzina, Pražská, Kostelec nad Černými Lesy",04.11.2014 16:29,36.2,Benzina
1073,7698,50.7121781,15.3155497,"SIZ Velké Hamry 624, 46845",04.11.2014 16:29,37.2,SIZ Velké Hamry 624
1074,7319,49.585824,17.289278,"Vena Trade, Rolsberská, Olomouc",04.11.2014 16:28,33.8,Vena Trade
1075,7733,49.6031858,14.2719181,"Silmet, Krásná Hora nad Vltavou 38",04.11.2014 16:28,35.9,Silmet
1076,5753,49.79027,18.41083,"Benzina Plus, Železničářů 3, Havířov",04.11.2014 16:28,36.5,Benzina Plus
1077,7708,49.47379,17.1241858,"PRIM, Vrahovická 4356/12a, 796 01 Prostějov",04.11.2014 16:28,33.9,PRIM
1078,7198,50.00713,14.567617,"Tank a Go, Praha-Průhonice",04.11.2014 16:28,35.38,Tank a Go
1079,6296,49.91034,14.58501,"KM-Prona, Pražská 400, Kamenice-Nová Hospoda",04.11.2014 16:28,36.5,KM-Prona
1080,6798,49.921945,14.633876,"PapOil, Ringhofferova 381, Velké Popovice",04.11.2014 16:28,36.5,PapOil
1081,5389,49.579412,17.278543,"Albeva Morava, Šlechtitelů 782/4a, Olomouc",04.11.2014 16:27,35.9,Albeva Morava
1082,7312,49.4831069,16.8344892,"Vena Trade, Protivanov 300",04.11.2014 16:27,33.8,Vena Trade
1083,7242,49.483062,17.127448,"Tesco Stores ČR, a.s., Konečná 25, Držovice",04.11.2014 16:27,34.9,Tesco Stores ČR
1084,7295,49.492184,17.130633,"Unicorn, Olomoucká 361, Držovice",04.11.2014 16:27,35.5,Unicorn
1085,7160,49.462503,17.140331,"Slovnaft, Kojetínská 13, Prostějov",04.11.2014 16:27,36.9,Slovnaft
1086,7090,49.998268,14.655502,"Shell Czech Republic, a.s., Říčanská 1818, Říčany",04.11.2014 16:27,37.2,Shell Czech Republic
1087,5829,49.973043,14.464411,"CV Petrol, Pražská 344, Dolní Břežany",04.11.2014 16:27,37.9,CV Petrol
1088,5830,49.9643,14.45397,"CV Petrol, Zbraslavská 406, Dolní Břežany",04.11.2014 16:27,37.9,CV Petrol
1089,5287,49.584343,17.269353,"Agip, Holická 1149/22, Olomouc",04.11.2014 16:26,36.3,Agip
1090,5369,50.004514,14.574115,"Albert ČS, Obchodní 111, Průhonice-Čestlice",04.11.2014 16:26,34.5,Albert ČS
1091,7088,49.469834,17.118385,"Shell Czech Republic, a.s., Petrské náměstí 209, P",04.11.2014 16:26,35.7,Shell Czech Republic
1092,6394,50.005353,14.574876,"MAKRO Cash &amp; Carry ČR, s.r.o., U Makra 102, Průhon",04.11.2014 16:26,35.8,MAKRO Cash &amp; Carry ČR
1093,6271,49.94694,14.65314,"KM-Prona, silnice 107, Stránčice",04.11.2014 16:26,36.9,KM-Prona
1094,6637,49.483639,17.121808,"OMV, Olomoucká, Prostějov",04.11.2014 16:26,37.2,OMV
1095,6638,49.446942,17.114811,"OMV, silnice R46, směr Vyškov, Prostějov-Žešov",04.11.2014 16:26,38.9,OMV
1096,5780,50.00333,14.66027,"Benzina Plus, Černokostelecká 1903/1, Říčany",04.11.2014 16:25,34.9,Benzina Plus
1097,5462,49.988738,14.714768,"Benaz, U Chirany 105, Tehovec",04.11.2014 16:25,35.5,Benaz
1098,6255,49.585052,17.089639,"K+K Auto Centrum, Drahanovice 52",04.11.2014 16:25,35.9,K+K Auto Centrum
1099,6458,49.403257,17.106703,"Novotný, Kelčice 140",04.11.2014 16:25,36.7,Novotný
1100,6636,49.472538,17.091901,"OMV, Plumlovská, Prostějov",04.11.2014 16:25,37.5,OMV
1101,5468,49.324244,17.17473,"Benzhor, Nezamyslice 363",04.11.2014 16:24,34.9,Benzhor
1102,5621,49.475366,17.13109,"Benzina, Vrahovická, Prostějov",04.11.2014 16:24,35.9,Benzina
1103,5847,49.370594,17.091531,"ČS, Císařská, Brodek u Prostějova",04.11.2014 16:24,35.9,ČS
1104,6836,49.983563,14.496188,"PHM Plus, Vídeňská 178, Vestec",04.11.2014 16:24,36.9,PHM Plus
1105,6870,49.972993,14.502552,"RB Oil, Budějovická 1007, Jesenice",04.11.2014 16:24,36.9,RB Oil
1106,7116,49.992782,14.48959,"Shell Czech Republic, a.s., Vídeňská 343, Vestec",04.11.2014 16:24,37.6,Shell Czech Republic
1107,7354,50.200817,14.511553,"Zerogas Plus, 5. května, Měšice",04.11.2014 16:23,35.1,Zerogas Plus
1108,6866,50.197212,14.497067,"Radius, Mělnická 433, Líbeznice",04.11.2014 16:23,35.2,Radius
1109,6726,50.003835,12.627649,"PapOil, Nádražní, Lázně Kynžvart",04.11.2014 16:23,36.5,PapOil
1110,5437,49.454856,17.1117,"Avanti, Brněnská 10, Prostějov",04.11.2014 16:23,37.2,Avanti
1111,6872,49.976104,12.857139,"RMV, Máchova 451, Teplá",04.11.2014 16:23,37.4,RMV
1112,5476,49.585336,13.536393,"Benzina, Setecká, Blovice",04.11.2014 16:22,34.9,Benzina
1113,5452,50.172781,14.484258,"B2oil, Hlavní 105, Bořanovice",04.11.2014 16:22,35.4,B2oil
1114,5397,49.9575,12.66611,"Armex Oil, Plzeňská 385, Velká Hleďsebe",04.11.2014 16:22,34.9,Armex Oil
1115,6574,49.952514,12.703241,"OMV, Plzeňská, Mariánské Lázně",04.11.2014 16:22,37.9,OMV
1116,7260,50.157481,14.766543,"Tohoz, Mochovská 1750, Čelákovice",04.11.2014 16:21,35.4,Tohoz
1117,5209,49.297742,16.543679,"A1 Hunsgas, Brněnská, Kuřim",04.11.2014 16:21,35.7,A1 Hunsgas
1118,5214,49.297096,16.545914,"AB Oil, Tyršova, Kuřim",04.11.2014 16:21,35.9,AB Oil
1119,6140,49.933841,17.990093,"FAU, Opavská 425, Velké Hoštice",04.11.2014 16:21,35.5,FAU
1120,6767,50.147157,14.826168,"PapOil, silnice 611, Přerov nad Labem",04.11.2014 16:20,35.4,PapOil
1121,5346,49.979391,14.509781,"Agro, Na Průhoně 159, Vestec",04.11.2014 16:20,36.5,Agro
1122,6783,49.694853,13.483464,"PapOil, Smetanova 1094, Starý Plzenec",04.11.2014 16:20,36.6,PapOil
1123,6711,49.958691,14.528108,"PapOil, Budějovická, Jesenice",04.11.2014 16:20,37.2,PapOil
1124,5443,49.970335,14.538398,"AVIA, Pražská, Kocanda",04.11.2014 16:20,37.4,AVIA
1125,7047,49.944242,17.928556,"Shell Czech Republic, a.s., Hlučínská 45, Opava",04.11.2014 16:20,35.9,Shell Czech Republic
1126,6411,49.257154,17.213432,"Mars, Uhřická 378, Morkovice-Slížany",04.11.2014 16:20,36.2,Mars
1127,6504,49.407031,17.679317,"OMV, Meziříčská 1614, Bystřice pod Hostýnem",04.11.2014 16:20,36.5,OMV
1128,5519,49.325416,17.552131,"Benzina, Palackého 226, Holešov",04.11.2014 16:20,36.6,Benzina
1129,5822,49.559696,15.960841,"ZDAR, a.s., Novoměstská 13, Žďár nad Sázavou",04.11.2014 16:20,36.7,ZDAR
1130,6443,49.150803,17.219536,"Motrans Střílky, Zámecká 192, Střílky",04.11.2014 16:20,36.9,Motrans Střílky
1131,5855,49.115234,17.179307,"ČS, Masarykova 795, Koryčany",04.11.2014 16:20,37.8,ČS
1132,6917,50.068541,14.352895,"RoBiN OIL, s.r.o., Plzeňská 269, Praha 5-Motol",04.11.2014 16:19,36.9,RoBiN OIL
1133,5861,49.628167,15.926836,"ČS, Škrdlovice 246",04.11.2014 16:19,34.9,ČS
1134,6862,49.347895,17.446859,"Q group, Břest 38",04.11.2014 16:19,35.7,Q group
1135,7292,49.588099,15.934198,"Unicorn, Santiniho, Žďár nad Sázavou",04.11.2014 16:19,35.7,Unicorn
1136,6904,49.301401,17.385826,"RoBiN OIL, s.r.o., Kojetínská 62a, Kroměříž",04.11.2014 16:19,36.3,RoBiN OIL
1137,5526,49.31565,17.45222,"Benzina, Kroměřížská, Hulín",04.11.2014 16:19,36.5,Benzina
1138,5552,49.27773,17.401342,"Benzina, Na Hrázi, Kroměříž-Kotojedy",04.11.2014 16:19,36.5,Benzina
1139,7007,49.303831,17.480383,"Shell Czech Republic, a.s., Záhlinická 1280, Hulín",04.11.2014 16:19,36.5,Shell Czech Republic
1140,6522,49.5654,15.9195,"OMV, silnice 19, Hamry nad Sázavou 366",04.11.2014 16:19,36.9,OMV
1141,5896,49.796984,13.495256,"Dagmar Janoutová, tř.Čs.Odboje 615, Chrást",04.11.2014 16:18,34.9,Dagmar Janoutová
1142,6626,50.069793,14.360571,"OMV, Plzeňská, z centra, Praha 5-Košíře",04.11.2014 16:18,36.9,OMV
1143,6627,50.069073,14.358708,"OMV, Plzeňská, do centra, Praha 5-Košíře",04.11.2014 16:18,36.9,OMV
1144,6155,49.339481,17.598354,"Gabi, Holešov-Dobrotice",04.11.2014 16:18,35.5,Gabi
1145,5919,49.309616,17.410563,"Duba-Oil, Jožky Silného 1, Kroměříž",04.11.2014 16:18,36.4,Duba-Oil
1146,5520,49.322489,17.590062,"Benzina, Zlínská 1342, Holešov",04.11.2014 16:18,36.5,Benzina
1147,5695,49.54861,15.95638,"Benzina, Brněnská 46/2207, Žďár nad Sázavou",04.11.2014 16:18,36.5,Benzina
1148,6563,49.306202,17.405519,"OMV, Hulínská 2353/22, Kroměříž",04.11.2014 16:18,36.5,OMV
1149,5742,49.553904,15.94659,"Benzina Plus, Jihlavská, Žďár nad Sázavou",04.11.2014 16:18,36.7,Benzina Plus
1150,6224,50.067435,14.334696,"Inform Tour, Plzeňská 130/221, Praha 5-Motol",04.11.2014 16:17,36.5,Inform Tour
1151,5284,49.964579,12.694063,"Agip, Chebská 20b, Mariánské Lázně",04.11.2014 16:17,36.9,Agip
1152,5545,50.121914,16.217966,"Benzina, Rudé armády, směr Vamberk, Kostelec nad O",04.11.2014 16:15,34.2,Benzina
1153,6329,49.894994,14.500709,"Silmet, Čs. armády 523, Jílové u Prahy",04.11.2014 16:15,36.5,Silmet
1154,5546,50.121458,16.220291,"Benzina, Rudé armády, směr Častolovice, Kostelec n",04.11.2014 16:14,34.2,Benzina
1155,6377,50.57685,15.89526,"LukOil, Horská, Trutnov",04.11.2014 16:14,35.7,LukOil
1156,5384,50.188029,15.051966,"Albert ČS, Poděbradská 1037, Nymburk",04.11.2014 16:13,33.9,Albert ČS
1157,6744,50.18845,15.05896,"PapOil, Poděbradská 558, Nymburk",04.11.2014 16:13,33.9,PapOil
1158,6910,50.180552,15.026933,"RoBiN OIL, s.r.o., Drahelická 2213, Nymburk",04.11.2014 16:13,34.8,RoBiN OIL
1159,6304,50.247405,14.32558,"K-Oil, V Pískovně, Kralupy nad Vltavou",04.11.2014 16:13,35.5,K-Oil
1160,5296,49.773014,13.366183,"Agip, Gerská 6, Plzeň",04.11.2014 16:13,36.2,Agip
1161,5776,50.25027,14.32027,"Benzina Plus, Mostní, Kralupy nad Vltavou",04.11.2014 16:13,39.5,Benzina Plus
1162,6178,50.052129,14.293148,"Globus, Sárská, Praha 5-Zličín",04.11.2014 16:12,35.9,Globus
1163,7337,50.051173,14.294983,"Way24, Skandinávská 15a, Praha 5-Zličín",04.11.2014 16:12,36.4,Way24
1164,6676,50.288354,16.166527,"OPOS CZ, Solnická 967, Dobruška",04.11.2014 16:12,36.5,OPOS CZ
1165,5444,50.05722,14.34278,"AVIA, Pekařská 5, Praha 5-Jinonice",04.11.2014 16:12,36.9,AVIA
1166,6137,50.107925,13.714196,"F9, Dukelských hrdinů, Rakovník",04.11.2014 16:11,35.7,F9
1167,5629,50.102087,13.739579,"Benzina, Pražská 2496, Rakovník",04.11.2014 16:10,35.9,Benzina
1168,6412,49.923426,14.256344,"Martin Oil, Pražská 469, Lety u Dobřichovic",04.11.2014 16:09,34.9,Martin Oil
1169,5449,49.814844,15.353543,"B.R.G., Zbýšov 87",04.11.2014 16:07,35.6,B.R.G.
1170,6552,50.143889,14.124722,"OMV, Kročehlavská, Kladno-Kročehlavy",04.11.2014 16:03,36.9,OMV
1171,6460,50.028254,16.370164,"Obživa, České Libchavy 96",04.11.2014 16:02,35.4,Obživa
1172,6313,50.030965,14.528601,"Kont CZ, Opatovská 874/25, Praha 4-Háje",04.11.2014 16:02,35.9,Kont CZ
1173,5667,49.98134,16.394602,"Benzina, Královéhradecká 507, Ústí nad Orlicí",04.11.2014 16:02,36.2,Benzina
1174,6667,49.975825,16.38955,"AUTO Janák, Královéhradecká 507, Ústí nad Orlicí",04.11.2014 16:02,36.2,AUTO Janák
1175,5820,49.383316,15.697416,"Calibra Plus, U Cihelny 704, Luka nad Jihlavou",04.11.2014 16:02,35.9,Calibra Plus
1176,6425,50.229544,14.294008,"Medos, Na Velvarské silnici 1, Kralupy nad Vltavou",04.11.2014 16:02,36.3,Medos
1177,6351,49.556264,17.728144,"LukOil, Bělotínská, Hranice",04.11.2014 16:01,35.7,LukOil
1178,6683,49.318848,15.401138,"PapOil, Jihlavská, Batelov",04.11.2014 16:01,35.9,PapOil
1179,5584,50.309715,14.312776,"Benzina, silnice 608, Nová Ves",04.11.2014 16:01,36.2,Benzina
1180,6544,49.406276,15.591711,"OMV, Okružní 1/4506, Jihlava",04.11.2014 16:01,36.9,OMV
1181,6958,49.331072,15.577692,"Shell Czech Republic, a.s., silnice E59, Vílanec 4",04.11.2014 16:01,38.9,Shell Czech Republic
1182,6489,49.492251,16.643543,"OMV, Otakara Kubína 2115, Boskovice",04.11.2014 16:00,36.5,OMV
1183,7005,49.556733,17.728087,"Shell Czech Republic, a.s., Bělotínská 301, Hranic",04.11.2014 16:00,36.9,Shell Czech Republic
1184,6337,50.131625,16.118567,"Eurobit, silnice 11, Lípa nad Orlicí",04.11.2014 15:59,33.3,Eurobit
1185,7128,49.449409,16.546174,"Silmet, Brněnská 160, Lysice",04.11.2014 15:59,33.3,Silmet
1186,6822,49.690226,17.075288,"Pento, Olomoucká 96, Litovel",04.11.2014 15:59,35.4,Pento
1187,7726,49.7101975,17.0739747,"Morávia-Bagr, s.r.o., Uničovská 20, Litovel",04.11.2014 15:59,35.7,Morávia-Bagr
1188,5466,49.952116,15.158449,"Benz, Suchdol 234",04.11.2014 15:59,35.9,Benz
1189,5745,49.491006,16.64985,"Benzina Plus, Chrudichromská 2, Boskovice",04.11.2014 15:59,36.9,Benzina Plus
1190,6142,49.462418,16.577339,"Forman, Krhov 176",04.11.2014 15:59,36.9,Forman
1191,5190,50.0938,14.4421,"OMV, Rohanské nábřeží 172/2, Praha 8-Karlín",04.11.2014 15:59,37.9,OMV
1192,7023,50.24009,14.29384,"Shell Czech Republic, a.s., Přemyslova 537, Kralup",04.11.2014 15:59,35.3,Shell Czech Republic
1193,7031,50.34799,14.49213,"Shell Czech Republic, a.s., Mladoboleslavská 3561,",04.11.2014 15:59,35.3,Shell Czech Republic
1194,6944,49.153394,16.349719,"Rostislava Sklenářová, Oslavanská, Zbýšov",04.11.2014 15:59,36.8,Rostislava Sklenářová
1195,6824,49.716394,17.076785,"Pento, Uničovská 371, Litovel",04.11.2014 15:58,35.4,Pento
1196,5816,49.503449,16.498981,"CAROIL CZECH, s.r.o., Kunštát-Sychotín 86",04.11.2014 15:58,36.8,CAROIL CZECH
1197,6225,50.289093,14.495229,"Ino Ipa, Na Štěpáně, Obříství",04.11.2014 15:58,32.9,Ino Ipa
1198,5777,50.356531,14.486002,"Benzina Plus, Nádražní 334, Mělník",04.11.2014 15:58,34.5,Benzina Plus
1199,6774,49.873353,14.885478,"PapOil, Pražská, Sázava",04.11.2014 15:58,35.7,PapOil
1200,5913,49.872589,14.888631,"DodyOil, Pražská, Sázava",04.11.2014 15:58,35.8,DodyOil
1201,5567,50.230413,14.880424,"Benzina, Ostravská 960, Milovice",04.11.2014 15:57,35.5,Benzina
1202,6733,50.223347,14.877442,"PapOil, Mírová, Milovice",04.11.2014 15:57,35.9,PapOil
1203,6916,50.02586,14.39476,"RoBiN OIL, s.r.o., Strakonická, Praha 5-Malá Chuch",04.11.2014 15:57,36.9,RoBiN OIL
1204,6867,50.322156,14.50526,"Radius, Kelské Vinice",04.11.2014 15:57,34.5,Radius
1205,7344,49.845379,14.968274,"ZD Rataje, Hlavní, Rataje nad Sázavou",04.11.2014 15:57,35.5,ZD Rataje
1206,6868,50.286478,14.312437,"Radius, Nelahozeves-Podhořany",04.11.2014 15:57,35.9,Radius
1207,6936,50.26616,14.334674,"RoBiN OIL, s.r.o., Palackého, Veltrusy",04.11.2014 15:56,35.3,RoBiN OIL
1208,7144,49.63084,18.72084,"Slovnaft, silnice E75, Bystřice",04.11.2014 15:56,36.7,Slovnaft
1209,5665,50.143422,16.089283,"Benzina, silnice 11, Týniště nad Orlicí",04.11.2014 15:55,33.9,Benzina
1210,7147,49.75838,18.61101,"Slovnaft, Karvinská 1941, Český Těšín",04.11.2014 15:55,36.4,Slovnaft
1211,7111,49.660949,18.661296,"Shell Czech Republic, a.s., silnice E75, Třinec",04.11.2014 15:55,36.9,Shell Czech Republic
1212,6946,50.344983,14.417261,"S2, Býkev",04.11.2014 15:54,35.9,S2
1213,7234,50.314324,14.613546,"TCP, Mladoboleslavská 431, Byšice",04.11.2014 15:54,36.5,TCP
1214,6661,49.676689,18.666708,"OMV, Lidická, Třinec",04.11.2014 15:54,36.9,OMV
1215,6989,49.743601,18.621508,"Shell Czech Republic, a.s., Jablunkovská 10, Český",04.11.2014 15:54,36.9,Shell Czech Republic
1216,5210,48.941551,17.480363,"A1 Hunsgas, Blatnice pod svatým Antonínkem 857",04.11.2014 15:53,33.8,A1 Hunsgas
1217,5498,49.741059,18.621388,"Benzina, Jablunkovská 1967, Český Těšín",04.11.2014 15:53,36.4,Benzina
1218,6718,50.1434308,14.1126778,"PapOil, Kročehlavská 2744, Kladno",04.11.2014 15:52,35.9,PapOil
1219,5434,49.184654,16.648662,"OMV, Černovická, Brno-Černovice",04.11.2014 15:52,37.7,OMV
1220,5231,49.190399,16.632088,"Agip, Olomoucká, Brno-Černovice",04.11.2014 15:52,37.9,Agip
1221,6492,49.189864,16.637308,"OMV, Olomoucká 19, Brno-Černovice",04.11.2014 15:52,37.9,OMV
1222,7214,50.349434,14.491891,"Tank ONO, s.r.o., Kokořínská, Mělník",04.11.2014 15:52,32.9,Tank ONO
1223,7272,50.36611,14.47806,"Topexol, Mělník-Mlazice",04.11.2014 15:52,34.4,Topexol
1224,7675,49.663646,18.654817,"Agip, Frýdecká, Třinec",04.11.2014 15:52,36.9,Agip
1225,6985,49.189631,16.634265,"Shell Czech Republic, a.s., Olomoucká 38, Brno-Čer",04.11.2014 15:51,37.9,Shell Czech Republic
1226,7674,49.209099,15.613621,"Agip ČR, s r.o., Hladov 77",04.11.2014 15:51,36.9,Agip ČR
1227,7332,49.675414,13.980669,"VS Petrol, Rožmitálská, Příbram",04.11.2014 15:49,34.9,VS Petrol
1228,7183,49.526916,13.803782,"Swiss Tank, Hvožďany",04.11.2014 15:49,35,Swiss Tank
1229,6259,49.122895,17.475261,"KALE, Babice 573",04.11.2014 15:49,35.6,KALE
1230,7097,49.168045,16.714586,"Shell Czech Republic, a.s., Brněnská, Šlapanice",04.11.2014 15:48,37.9,Shell Czech Republic
1231,6268,49.594036,13.985583,"Silmet, Tochovice 83",04.11.2014 15:48,35.7,Silmet
1232,7732,49.6912525,13.9957147,"Silmet, K Podlesí 539, Příbram",04.11.2014 15:48,35.9,Silmet
1233,6344,49.52854,16.2543,"LukOil, Rácová 1500, Bystřice nad Pernštejnem",04.11.2014 15:47,35.6,LukOil
1234,6257,50.433957,14.627864,"KABE Mšeno, Mělnická, Mšeno",04.11.2014 15:47,34.9,KABE Mšeno
1235,6641,49.675382,13.984204,"OMV, Jana Drdy 528, Příbram",04.11.2014 15:47,35.9,OMV
1236,6815,49.787587,14.285405,"Pasoil, Staroknínská 436, Nový Knín",04.11.2014 15:47,36.7,Pasoil
1237,5625,49.66833,13.995,"Benzina, Brodská, Příbram",04.11.2014 15:46,35.2,Benzina
1238,6640,49.6953,14.0069,"OMV, Evropská, Příbram",04.11.2014 15:46,36.5,OMV
1239,7249,49.726511,13.345733,"Tesco Stores ČR, a.s., U letiště 1074/2, Plzeň-Skv",04.11.2014 15:45,33.9,Tesco Stores ČR
1240,5379,49.666336,13.996463,"Albert ČS, Brodská 496, Příbram",04.11.2014 15:45,34.2,Albert ČS
1241,5211,50.349105,14.699986,"A9, silnice 16, Mělnické Vtelno",04.11.2014 15:45,35.2,A9
1242,6737,49.330554,13.540164,"PapOil, silnice 22, Nalžovské Hory",04.11.2014 15:45,35.5,PapOil
1243,5327,49.678901,14.004161,"Agip, Březnická 388, Příbram",04.11.2014 15:45,35.9,Agip
1244,6399,49.728707,13.322082,"MAKRO Cash &amp; Carry ČR, s.r.o., Obchodní 1129/2, Pl",04.11.2014 15:44,32.9,MAKRO Cash &amp; Carry ČR
1245,6806,50.3954528,13.4246589,"Pasoil, Nechranická 383, Březno",04.11.2014 15:44,35.9,Pasoil
1246,5277,50.48622,13.29395,"Agip, silnice 7, Křimov 80",04.11.2014 15:44,36.9,Agip
1247,6530,50.523608,13.237137,"OMV, silnice 7, směr Německo, Hora Sv. Šebestiána",04.11.2014 15:44,36.9,OMV
1248,6739,50.254826,14.49921,"PapOil, Byškovická 1363, Neratovice",04.11.2014 15:43,36.5,PapOil
1249,6863,50.255839,14.496422,"Qatro, Byškovická, Neratovice-Byškovice",04.11.2014 15:43,36.7,Qatro
1250,7288,50.446147,13.329241,"Uni Málkov, silnice E442, Málkov 73",04.11.2014 15:43,34.5,Uni Málkov
1251,6891,50.387088,13.541524,"RoBiN OIL, s.r.o., silnice 7, Hrušovany",04.11.2014 15:43,35.4,RoBiN OIL
1252,6964,50.5086219,13.2528428,"Shell Czech Republic, a.s., silnice 7, Hora Svatéh",04.11.2014 15:43,36.9,Shell Czech Republic
1253,5281,50.28167,14.49611,"Agip, Mělnická 617, Libiš",04.11.2014 15:42,36.7,Agip
1254,5561,50.338425,14.493722,"Benzina, Ludmily, Mělník",04.11.2014 15:42,34.5,Benzina
1255,6274,49.925802,15.458864,"KM-Prona, Vrdy-Dolní Bučice",04.11.2014 15:40,34.5,KM-Prona
1256,5465,49.91306,15.40056,"Benz, Pod Nádražím 1, Čáslav",04.11.2014 15:40,34.6,Benz
